ride ID,rider name,driver ID,promotion used?,wait time,ride duration,ride cost,revenue earned
8671.0,Thomas Powell,1996.0,yes,11.0,9.0,12.12,2.424
9895.0,Shannon Rasmussen,3015.0,yes,8.0,20.0,21.95,4.39
8409.0,Daniel Mccoy,1279.0,yes,20.0,29.0,40.67,8.134
6761.0,Patrick Moran,1974.0,yes,18.0,9.0,11.64,2.3280000000000003
507.0,Tammy Spencer,718.0,yes,8.0,9.0,9.55,1.9100000000000001
4706.0,Erin Martinez,1659.0,yes,8.0,13.0,17.43,3.4859999999999998
573.0,Patrick Johnson,1467.0,yes,10.0,15.0,21.92,4.384
7366.0,Timothy Downs,4746.0,yes,23.0,15.0,21.24,4.247999999999999
8697.0,Mr. John Lee,4481.0,yes,10.0,30.0,41.61,8.322
1603.0,David Taylor,2323.0,yes,16.0,14.0,19.77,3.9539999999999997
9322.0,Katherine Haas,3839.0,yes,24.0,12.0,10.06,2.012
84.0,Bruce Morgan,4313.0,yes,17.0,17.0,15.2,3.04
6187.0,Jessica Knight,2009.0,yes,21.0,21.0,25.03,5.006
9151.0,Stephen Cox,3222.0,yes,14.0,8.0,10.99,2.198
3559.0,Dawn Burke,2397.0,yes,13.0,5.0,5.65,1.1300000000000001
317.0,Lisa Hernandez,1148.0,yes,23.0,5.0,6.82,1.364
7500.0,James Gordon,4522.0,yes,10.0,28.0,16.73,3.346
3354.0,Mr. Edward Barnes Jr.,1110.0,yes,5.0,14.0,19.06,3.812
9671.0,Carl Lopez,1755.0,yes,10.0,23.0,10.05,2.0100000000000002
8203.0,Christopher Jones,2583.0,yes,13.0,25.0,30.74,6.148
3534.0,Vanessa Smith,1679.0,yes,15.0,27.0,17.29,3.4579999999999997
7720.0,Joshua Velazquez,768.0,yes,14.0,22.0,31.03,6.206
8709.0,Laura Wilson,4091.0,yes,9.0,16.0,6.53,1.306
4254.0,Sarah Thompson,1400.0,yes,16.0,21.0,23.24,4.648
3467.0,Maria Flores,520.0,yes,12.0,30.0,18.86,3.772
3369.0,Gina Proctor DDS,2700.0,yes,23.0,8.0,8.63,1.7260000000000002
5077.0,Justin Thomas,3512.0,yes,20.0,24.0,14.93,2.9859999999999998
6120.0,Gabriel Harris,1168.0,yes,19.0,18.0,9.78,1.956
5113.0,Timothy Cooper,484.0,yes,20.0,22.0,19.03,3.806
7510.0,Jill Daugherty,1694.0,yes,7.0,17.0,12.04,2.408
4053.0,Kelly Levine,4310.0,yes,19.0,10.0,9.55,1.9100000000000001
2403.0,Tiffany Perry,1761.0,yes,8.0,10.0,10.77,2.154
2912.0,Joshua Craig,906.0,yes,7.0,26.0,32.21,6.442
284.0,Adrian Nichols,4801.0,yes,9.0,15.0,21.63,4.326
537.0,Rebecca Moore,2884.0,yes,5.0,26.0,33.72,6.744
4548.0,Anthony Thompson,1409.0,yes,6.0,23.0,27.31,5.462
324.0,Jeremy Johnson,2717.0,yes,12.0,8.0,7.66,1.532
6854.0,Lisa Johnson,118.0,yes,22.0,23.0,19.48,3.896
647.0,Tony Burnett II,1897.0,yes,13.0,6.0,6.2,1.24
6745.0,Jane Nash,4713.0,yes,20.0,22.0,32.94,6.587999999999999
9831.0,Emily Owens,4148.0,yes,23.0,18.0,25.87,5.174
2048.0,Sharon Phillips,3894.0,yes,19.0,26.0,17.07,3.414
2953.0,Sharon Luna,4355.0,yes,21.0,7.0,2.28,0.45599999999999996
6385.0,James Fisher,3823.0,yes,9.0,29.0,21.19,4.238
7512.0,Amber Ingram,2859.0,yes,6.0,8.0,7.09,1.418
1958.0,Jessica Yu,289.0,yes,22.0,19.0,5.17,1.034
8362.0,Taylor Garcia,3697.0,yes,21.0,16.0,12.57,2.5140000000000002
8433.0,David Haley,1261.0,yes,14.0,12.0,16.78,3.3560000000000003
4142.0,Darlene Garcia,2861.0,yes,20.0,10.0,12.55,2.5100000000000002
5310.0,Timothy Huerta,589.0,yes,23.0,21.0,20.4,4.08
7061.0,Adam Jordan,4619.0,yes,17.0,14.0,15.98,3.196
3837.0,Mary Harris,1345.0,yes,17.0,16.0,16.67,3.3340000000000005
7326.0,Alexander Sanchez,2571.0,yes,15.0,7.0,0.85,0.16999999999999998
8957.0,Alec David,4231.0,yes,9.0,12.0,16.06,3.2119999999999997
5467.0,Nancy Sanchez,1214.0,yes,5.0,29.0,14.05,2.81
4889.0,Brandon Boone,4164.0,yes,9.0,16.0,5.71,1.142
2343.0,Jennifer Robinson,4812.0,yes,11.0,19.0,20.54,4.108
4931.0,Joseph White,2257.0,yes,15.0,18.0,18.93,3.786
2384.0,Jason Hayes,2225.0,yes,14.0,9.0,12.43,2.4859999999999998
5648.0,Amanda Sanders,4097.0,yes,11.0,17.0,21.53,4.306
2544.0,Vincent Anderson,3251.0,yes,13.0,20.0,14.63,2.926
8840.0,Angela Campbell,4301.0,yes,6.0,10.0,11.16,2.232
5440.0,David Jacobs,12.0,yes,22.0,6.0,3.38,0.6759999999999999
4887.0,Mark Miller,792.0,yes,7.0,11.0,9.91,1.982
743.0,Sharon Martinez,46.0,yes,9.0,28.0,41.19,8.238
5358.0,Robert Clark,2541.0,yes,10.0,7.0,4.87,0.974
8390.0,Micheal Shannon,3168.0,yes,7.0,15.0,6.41,1.282
9822.0,Vincent Williams,1455.0,yes,21.0,28.0,25.57,5.114
6467.0,Paul Gordon,1102.0,yes,10.0,9.0,10.39,2.0780000000000003
6617.0,Gloria Crawford,4849.0,yes,10.0,28.0,37.01,7.401999999999999
1024.0,Amanda Henderson,4196.0,yes,5.0,11.0,4.06,0.8119999999999999
7221.0,Ricky Lewis,2016.0,yes,20.0,14.0,2.55,0.51
5004.0,Frank Pearson,3939.0,yes,17.0,23.0,33.47,6.694
7961.0,Bethany Rivera,849.0,yes,15.0,19.0,27.48,5.496
1856.0,Victoria Smith,4036.0,yes,22.0,15.0,19.39,3.878
1039.0,Maria Combs,3875.0,yes,23.0,13.0,16.7,3.34
7714.0,Connor Adams,3786.0,yes,13.0,26.0,32.19,6.438
3890.0,Brooke Hayes,3236.0,yes,17.0,12.0,16.89,3.378
4189.0,Kimberly Adams,4167.0,yes,10.0,22.0,24.96,4.992
4288.0,Rose King,2478.0,yes,11.0,23.0,27.68,5.536
4724.0,Mrs. Julie Allen MD,49.0,yes,19.0,9.0,8.54,1.7079999999999997
7451.0,Calvin Harrison,1654.0,yes,15.0,19.0,14.86,2.972
7042.0,John James,1724.0,yes,21.0,28.0,41.82,8.364
2754.0,Misty Phillips,3588.0,yes,21.0,22.0,16.77,3.354
6374.0,Jared Williams,4994.0,yes,10.0,19.0,6.54,1.308
9644.0,Carol Fry MD,371.0,yes,5.0,21.0,21.1,4.220000000000001
8974.0,Matthew Spencer,925.0,yes,14.0,18.0,16.58,3.316
6140.0,Jane Schwartz,3661.0,yes,21.0,27.0,22.02,4.404
7439.0,Kevin Smith,1365.0,yes,24.0,9.0,8.09,1.6179999999999999
5346.0,Cathy Obrien,3111.0,yes,8.0,13.0,14.24,2.848
8952.0,Ana Baker,1106.0,yes,6.0,12.0,17.02,3.404
884.0,Ashley Cook,2358.0,yes,20.0,26.0,38.36,7.672
8606.0,Alexis Morris,1937.0,yes,5.0,23.0,31.53,6.306
5985.0,Erin Lewis,1039.0,yes,12.0,14.0,12.75,2.55
9426.0,Jennifer Stevenson,3880.0,yes,21.0,6.0,5.77,1.154
9959.0,Autumn Walker,339.0,yes,11.0,10.0,7.89,1.5779999999999998
2675.0,Michael Gray,1721.0,yes,10.0,24.0,19.06,3.812
9503.0,Isaiah Hall,4565.0,yes,6.0,24.0,23.41,4.682
2885.0,Caitlin Bryant,679.0,yes,15.0,24.0,19.96,3.992
13.0,Ashley Nielsen,4195.0,yes,19.0,30.0,44.49,8.898
5456.0,Linda Johns,3514.0,yes,7.0,21.0,22.28,4.456
1785.0,Thomas Sims,1568.0,yes,15.0,10.0,8.35,1.67
9474.0,Darryl Wiley,2370.0,yes,24.0,5.0,7.08,1.416
4874.0,Michelle Koch,4347.0,yes,9.0,27.0,35.97,7.194
8073.0,Abigail Garcia,2475.0,yes,14.0,22.0,19.56,3.912
3666.0,James Rogers,2891.0,yes,24.0,13.0,17.27,3.4539999999999997
2245.0,Mary Hobbs,384.0,yes,15.0,23.0,18.61,3.722
3764.0,Ann Mcdonald,1531.0,yes,6.0,5.0,5.63,1.126
1468.0,Leah Watts,2628.0,yes,21.0,29.0,37.77,7.554
8082.0,Brittany Evans,4766.0,yes,6.0,29.0,20.89,4.178
3819.0,Manuel Lewis,2416.0,yes,21.0,23.0,25.52,5.104
9251.0,Justin King,2972.0,yes,16.0,11.0,14.66,2.932
1840.0,Kiara Ellis,785.0,yes,9.0,23.0,13.51,2.702
7493.0,Sergio Rodriguez,2093.0,yes,24.0,20.0,28.6,5.720000000000001
7836.0,Jacob Delgado,2945.0,yes,19.0,23.0,20.27,4.054
3161.0,Brad Brown Jr.,983.0,yes,20.0,13.0,10.0,2.0
7435.0,Christine Hancock,981.0,yes,11.0,14.0,9.68,1.936
5882.0,Amanda King,3625.0,yes,9.0,22.0,26.3,5.26
6129.0,Karen Hall,3541.0,yes,21.0,18.0,20.66,4.132
922.0,Lisa Banks,1046.0,yes,12.0,6.0,8.03,1.6059999999999999
495.0,Joseph Perkins,4469.0,yes,17.0,19.0,17.96,3.592
9130.0,Daniel Bernard,474.0,yes,18.0,5.0,4.27,0.8539999999999999
8002.0,Patrick Cunningham,499.0,yes,8.0,6.0,4.63,0.9259999999999999
9526.0,Logan Park,4094.0,yes,20.0,10.0,10.03,2.006
6209.0,Joseph Brown,1194.0,yes,22.0,6.0,8.34,1.668
1880.0,Troy Hayes,2975.0,yes,23.0,14.0,20.77,4.154
433.0,Shelley Mcdonald,4541.0,yes,8.0,24.0,18.29,3.658
9890.0,Christopher Chung,1346.0,yes,18.0,23.0,28.74,5.747999999999999
2953.0,Natasha Rasmussen,155.0,yes,23.0,17.0,12.56,2.512
2261.0,Justin Adams,3684.0,yes,23.0,19.0,21.98,4.396
1184.0,Michael Reeves,381.0,yes,24.0,11.0,16.17,3.2340000000000004
9122.0,Tracy Carrillo,344.0,yes,22.0,24.0,31.34,6.268
6290.0,Mercedes Mckenzie,632.0,yes,18.0,14.0,12.42,2.484
9474.0,Jennifer Johnson,4923.0,yes,18.0,19.0,16.21,3.242
2896.0,Frederick Jefferson,157.0,yes,10.0,10.0,13.07,2.614
1674.0,Phillip Estrada,2170.0,yes,20.0,23.0,17.88,3.5759999999999996
4295.0,Candice White,2871.0,yes,8.0,25.0,26.79,5.358
3847.0,Denise Shaffer,798.0,yes,17.0,29.0,38.08,7.616
1977.0,Joel Young,1178.0,yes,21.0,9.0,12.35,2.4699999999999998
8635.0,Cheryl Williams,2763.0,yes,24.0,10.0,12.76,2.552
7748.0,Jennifer Nichols,2166.0,yes,20.0,29.0,22.46,4.492
1026.0,Tammy Carter,1074.0,yes,16.0,8.0,9.66,1.932
7063.0,Lisa Williams,2675.0,yes,20.0,21.0,20.35,4.07
7146.0,Lindsey Wilson,2864.0,yes,8.0,16.0,19.69,3.938
1789.0,Cynthia Morrison,4127.0,yes,22.0,24.0,21.0,4.2
9377.0,Leslie Ellis,445.0,yes,15.0,26.0,35.34,7.0680000000000005
6647.0,Gary Tyler,3658.0,yes,16.0,10.0,13.51,2.702
3159.0,Jessica Jordan,2784.0,yes,13.0,7.0,4.23,0.8460000000000001
6405.0,Dawn Acosta,4019.0,yes,17.0,12.0,16.46,3.2920000000000003
3312.0,Mary Kaiser,2805.0,yes,11.0,21.0,25.25,5.05
9431.0,Kylie Bryan,1479.0,yes,21.0,18.0,20.91,4.182
1128.0,Michele Gordon,2601.0,yes,20.0,9.0,12.13,2.426
9869.0,Robert Hill,772.0,yes,16.0,28.0,38.4,7.68
9128.0,Susan Anderson,1655.0,yes,17.0,23.0,31.77,6.354
2766.0,Shelby Hernandez,1632.0,yes,19.0,20.0,22.85,4.57
8457.0,Timothy Lindsey,375.0,yes,20.0,23.0,27.21,5.442
3712.0,Joseph Hunt,2657.0,yes,14.0,18.0,17.71,3.5420000000000003
4046.0,Melissa Smith,1643.0,yes,13.0,10.0,3.85,0.77
627.0,James Johnson,3308.0,yes,17.0,18.0,25.44,5.088
1960.0,Joel Gonzales,2557.0,yes,10.0,25.0,27.2,5.4399999999999995
5641.0,Cheyenne Kaiser,1875.0,yes,6.0,24.0,35.4,7.08
5746.0,Scott Harris,4381.0,yes,14.0,9.0,8.64,1.7280000000000002
6494.0,Katherine Hall,679.0,yes,13.0,9.0,13.06,2.612
4237.0,Rachel Baker,4189.0,yes,13.0,29.0,26.43,5.286
7114.0,Kathy Hartman,508.0,yes,20.0,9.0,10.82,2.164
6956.0,Christine Barnes,2727.0,yes,9.0,18.0,22.41,4.482
9867.0,Kim Arias,882.0,yes,24.0,9.0,8.09,1.6179999999999999
5182.0,Kara Flores,590.0,yes,14.0,14.0,8.17,1.634
3975.0,Jennifer Perkins,99.0,yes,22.0,5.0,6.44,1.288
8470.0,Nancy Vargas,3374.0,yes,21.0,8.0,6.69,1.338
6090.0,Lawrence Herring,4907.0,yes,13.0,17.0,19.23,3.846
3572.0,Christine Hudson,1559.0,yes,16.0,27.0,19.88,3.976
6920.0,Robert Morton,3958.0,yes,16.0,6.0,6.9,1.3800000000000001
6985.0,Tracy Wood,2715.0,yes,12.0,19.0,23.97,4.794
4309.0,Jean Rogers,464.0,yes,9.0,11.0,10.87,2.174
9444.0,Bryan English,288.0,yes,7.0,28.0,38.55,7.709999999999999
206.0,Catherine Mccullough,2872.0,yes,12.0,29.0,40.32,8.064
9761.0,Ashley Elliott,3847.0,yes,22.0,20.0,22.48,4.496
8083.0,Mr. Joseph Larson MD,4558.0,yes,19.0,9.0,5.36,1.072
2870.0,Jeremy Kelley,835.0,yes,17.0,17.0,25.02,5.004
7951.0,Linda Velazquez,4151.0,yes,12.0,15.0,16.69,3.338
5413.0,Gregory Schaefer,3760.0,yes,12.0,22.0,22.21,4.442
906.0,Kimberly Rodriguez,3949.0,yes,9.0,23.0,30.61,6.122
2593.0,Patricia Rice,4164.0,yes,10.0,18.0,20.18,4.036
5159.0,Leslie Williams,2527.0,yes,16.0,8.0,1.72,0.344
4726.0,Tristan Jones,773.0,yes,6.0,27.0,33.47,6.694
6877.0,Cindy Jefferson,1785.0,yes,6.0,9.0,12.75,2.55
9828.0,Dawn Carr,4939.0,yes,17.0,13.0,10.53,2.106
6304.0,Joe Rodriguez,4662.0,yes,12.0,21.0,22.88,4.576
4101.0,Erin Sexton,4199.0,yes,17.0,5.0,6.67,1.334
9979.0,Christine Taylor,3605.0,yes,15.0,28.0,40.17,8.034
6753.0,Tiffany Serrano,1400.0,yes,19.0,25.0,18.79,3.758
5111.0,Jessica Wood,2369.0,yes,24.0,6.0,6.4,1.28
2263.0,Robin James,4473.0,yes,21.0,25.0,33.22,6.644
6360.0,Susan Daniels,1941.0,yes,11.0,11.0,14.43,2.886
7443.0,David Roberson,411.0,yes,10.0,20.0,14.21,2.842
6520.0,Tammy Davis,1725.0,yes,10.0,9.0,12.82,2.564
2328.0,Colleen Haas,3712.0,yes,11.0,21.0,9.3,1.86
4216.0,Sonia Palmer,4895.0,yes,22.0,18.0,19.11,3.822
4916.0,Stephanie Hart,3975.0,yes,14.0,29.0,31.5,6.3
6662.0,Regina Humphrey,2565.0,yes,24.0,24.0,30.3,6.0600000000000005
2235.0,Cindy Simmons,628.0,yes,16.0,18.0,23.71,4.742
8190.0,Stacy Barrett,2656.0,yes,5.0,6.0,5.61,1.122
9653.0,Joshua Boone,1015.0,yes,10.0,5.0,6.55,1.31
8247.0,Mark Mooney,154.0,yes,9.0,29.0,28.89,5.7780000000000005
4932.0,Jenny Coleman,4684.0,yes,24.0,21.0,28.42,5.684
7031.0,Theresa Smith,3922.0,yes,9.0,25.0,37.06,7.412000000000001
8440.0,Nicholas Anderson,1075.0,yes,19.0,15.0,18.01,3.6020000000000003
2357.0,Daniel Stokes,4929.0,yes,8.0,10.0,13.72,2.744
7422.0,Leonard Fletcher,1178.0,yes,6.0,26.0,32.24,6.448
8103.0,Norman Gomez,1828.0,yes,21.0,25.0,35.71,7.142
330.0,Shannon Dunn,14.0,yes,13.0,18.0,14.56,2.912
9775.0,Rebecca Watson,1820.0,yes,18.0,5.0,5.38,1.076
4513.0,Beth Miller,1432.0,yes,19.0,30.0,42.31,8.462
6512.0,Jared Pierce,577.0,yes,16.0,24.0,31.52,6.304
9862.0,Megan Price,2019.0,yes,15.0,6.0,6.62,1.324
4614.0,Joseph Foster,1771.0,yes,21.0,15.0,20.86,4.172
8891.0,Jeffery West,1936.0,yes,17.0,24.0,20.74,4.148
5176.0,Olivia Savage,4053.0,yes,12.0,12.0,10.69,2.138
3327.0,Ashley King,1848.0,yes,19.0,7.0,8.18,1.636
2054.0,Michelle Guerrero,2843.0,yes,5.0,20.0,27.17,5.434
1898.0,Randall Martin,515.0,yes,18.0,6.0,6.75,1.35
4923.0,Debra Miranda,1041.0,yes,22.0,10.0,10.16,2.032
4760.0,Cynthia Spence,3084.0,yes,9.0,23.0,23.5,4.7
9200.0,Dennis Dixon,1655.0,yes,8.0,9.0,13.14,2.628
3181.0,Christine Lee,443.0,yes,15.0,16.0,10.57,2.114
9610.0,Belinda King,1666.0,yes,22.0,14.0,17.72,3.5439999999999996
4650.0,Carol Alexander,2301.0,yes,17.0,24.0,35.55,7.109999999999999
9758.0,Karen Friedman,2909.0,yes,23.0,25.0,25.0,5.0
6697.0,Mario Barron,4739.0,yes,10.0,10.0,10.37,2.074
6223.0,Paige Jackson,3080.0,yes,20.0,16.0,10.25,2.05
3934.0,Lauren Mullen,3114.0,yes,14.0,15.0,10.85,2.17
4215.0,Samantha Casey,3400.0,yes,5.0,25.0,26.77,5.354
8206.0,Dennis Carter,3234.0,yes,5.0,19.0,20.0,4.0
4362.0,James Simpson,3046.0,yes,5.0,5.0,4.15,0.8300000000000001
590.0,Kristine Rodriguez,4616.0,yes,19.0,15.0,18.65,3.7299999999999995
2246.0,Richard Sanchez,936.0,yes,19.0,7.0,9.17,1.834
6959.0,Ryan Calderon,2007.0,yes,20.0,29.0,26.66,5.332
5136.0,Christine Bennett,3554.0,yes,22.0,5.0,6.66,1.332
6211.0,Lori Guzman,197.0,yes,7.0,12.0,4.06,0.8119999999999999
2782.0,Zachary Goodwin,4754.0,yes,22.0,10.0,14.43,2.886
3556.0,Thomas Valdez,4942.0,yes,17.0,13.0,11.47,2.294
9765.0,David Scott,789.0,yes,9.0,26.0,31.55,6.3100000000000005
8127.0,Cory Austin,932.0,yes,24.0,10.0,8.15,1.6300000000000001
2431.0,Andrew Lee,3259.0,yes,22.0,8.0,6.41,1.282
3823.0,Michelle Brown,3946.0,yes,24.0,11.0,15.51,3.102
9210.0,Matthew Thomas,395.0,yes,16.0,30.0,35.01,7.002
6178.0,Kevin Johnson,409.0,yes,24.0,14.0,18.81,3.7619999999999996
4191.0,Joshua Clark,1867.0,yes,6.0,29.0,34.39,6.878
7691.0,Gregory Foster,1387.0,yes,15.0,24.0,29.06,5.811999999999999
9464.0,John Perez,2353.0,yes,15.0,15.0,10.51,2.102
8352.0,Cassandra Hansen,2355.0,yes,9.0,20.0,20.03,4.006
6558.0,Christopher Montgomery,1649.0,yes,14.0,9.0,8.59,1.718
5810.0,Katherine Nelson,80.0,yes,16.0,16.0,15.34,3.068
3816.0,Douglas Frank,1704.0,yes,22.0,8.0,4.08,0.8160000000000001
9370.0,Stephen Wells,4940.0,yes,21.0,27.0,36.0,7.2
9903.0,Amy Wiley,4803.0,yes,18.0,26.0,26.54,5.308
9013.0,Sandra Reid,3635.0,yes,8.0,13.0,17.45,3.4899999999999998
6592.0,Andrew Reyes,3292.0,yes,20.0,30.0,17.1,3.4200000000000004
6307.0,Karla Parker,827.0,yes,20.0,16.0,16.12,3.224
8781.0,Kathy Adams,1969.0,yes,6.0,16.0,22.06,4.412
4320.0,William Kelley,2326.0,yes,13.0,30.0,42.4,8.48
1074.0,Melissa Melton,3774.0,yes,15.0,15.0,16.84,3.368
7278.0,Kathleen Dean,559.0,yes,10.0,9.0,9.29,1.8579999999999999
2480.0,Jason Valencia,3923.0,yes,21.0,8.0,5.26,1.052
1494.0,Rodney Park,4644.0,yes,6.0,17.0,18.66,3.732
1625.0,Ann Jones,3259.0,yes,23.0,6.0,4.26,0.852
799.0,Dana Roberson,1406.0,yes,22.0,17.0,20.31,4.061999999999999
1879.0,Samantha Mcclure,1912.0,yes,23.0,13.0,14.41,2.882
6946.0,Matthew Smith,23.0,yes,19.0,6.0,1.96,0.392
6747.0,James Johnson,3820.0,yes,21.0,10.0,11.88,2.3760000000000003
5087.0,Natalie Brooks,2966.0,yes,10.0,11.0,10.9,2.18
6532.0,Eric Arnold,2361.0,yes,12.0,7.0,8.0,1.6
5310.0,Nancy Wilson,650.0,yes,17.0,6.0,8.28,1.656
7920.0,Anne Herman,2085.0,yes,17.0,20.0,27.98,5.596
4882.0,Hannah Kennedy,4253.0,yes,24.0,8.0,9.43,1.886
1284.0,Stephen Singleton,3276.0,yes,18.0,17.0,22.67,4.534000000000001
4606.0,Victoria Smith,293.0,yes,14.0,22.0,21.27,4.254
4457.0,David Reynolds,2564.0,yes,16.0,11.0,8.38,1.6760000000000002
6454.0,Miranda Coleman,4795.0,yes,9.0,9.0,12.79,2.558
4341.0,Johnny Holloway,3894.0,yes,10.0,7.0,7.65,1.53
6010.0,Kimberly Bridges,800.0,yes,22.0,11.0,11.18,2.2359999999999998
5258.0,Kyle Shannon,2284.0,yes,15.0,29.0,43.3,8.66
8323.0,Kristina Salazar,282.0,yes,11.0,16.0,15.93,3.186
2990.0,Shannon Wright,3394.0,yes,7.0,15.0,18.48,3.696
9052.0,Brenda Kennedy,4034.0,yes,10.0,26.0,22.2,4.4399999999999995
8920.0,Jillian Quinn,1236.0,yes,17.0,29.0,34.95,6.99
5238.0,Taylor Joseph,483.0,yes,18.0,19.0,28.42,5.684
7342.0,Claudia Gilbert,1757.0,yes,16.0,24.0,23.15,4.63
8147.0,Eric King,694.0,yes,10.0,23.0,12.7,2.54
7081.0,Gina Roberts,1552.0,yes,11.0,15.0,21.92,4.384
9085.0,Richard Morris,1456.0,yes,8.0,12.0,13.49,2.698
189.0,Jeremy Moreno,2629.0,yes,22.0,20.0,25.02,5.004
9827.0,Christopher Rose,381.0,yes,16.0,28.0,23.88,4.776
7246.0,James Barrera,2620.0,yes,13.0,21.0,25.26,5.0520000000000005
6414.0,John Dixon,3253.0,yes,5.0,27.0,31.57,6.314
6348.0,Derek Greene,994.0,yes,22.0,13.0,18.44,3.688
6572.0,David Reyes,1610.0,yes,19.0,23.0,30.01,6.002000000000001
6372.0,Martha Brown,4327.0,yes,8.0,12.0,16.89,3.378
3324.0,Anthony Maxwell,3787.0,yes,8.0,17.0,15.68,3.136
1954.0,Renee Bailey,4372.0,yes,19.0,15.0,11.59,2.318
3041.0,Debra Gibson,326.0,yes,20.0,26.0,33.56,6.712000000000001
8462.0,Zachary Bryant,3589.0,yes,5.0,14.0,9.44,1.888
2870.0,Toni Savage,2318.0,yes,11.0,17.0,14.81,2.962
3281.0,Joshua Gutierrez,3025.0,yes,19.0,14.0,16.2,3.2399999999999998
5827.0,Theresa Brooks,1355.0,yes,15.0,14.0,20.1,4.0200000000000005
879.0,Robert Armstrong,3480.0,yes,13.0,21.0,6.9,1.3800000000000001
3328.0,Brian Best,2480.0,yes,14.0,27.0,36.06,7.212000000000001
3775.0,Rachel Mcdonald,4903.0,yes,20.0,17.0,14.47,2.894
2710.0,Debra Obrien,2310.0,yes,14.0,25.0,27.36,5.4719999999999995
3375.0,Jared Bruce,1911.0,yes,8.0,29.0,28.61,5.7219999999999995
2368.0,Brittany Newman,1913.0,yes,20.0,15.0,16.43,3.286
7452.0,Kelly Armstrong,3339.0,yes,10.0,24.0,28.03,5.606
2931.0,Christopher Bush,8.0,yes,10.0,11.0,10.96,2.192
1900.0,Nicolas Wilson,1707.0,yes,14.0,23.0,12.98,2.596
3724.0,Paul Silva,252.0,yes,24.0,21.0,28.81,5.762
7859.0,Kenneth Mcguire,4217.0,yes,6.0,11.0,13.36,2.6719999999999997
2254.0,Edward Lewis,4719.0,yes,9.0,12.0,8.94,1.7879999999999998
2083.0,Jonathan Thompson,3096.0,yes,17.0,11.0,14.87,2.9739999999999998
6028.0,Douglas Hanson,3573.0,yes,14.0,24.0,34.02,6.804
8230.0,Rebecca Oneal,2760.0,yes,19.0,20.0,26.26,5.252000000000001
3441.0,Stephen Palmer,745.0,yes,19.0,10.0,13.72,2.744
7082.0,Gary Henderson,1607.0,yes,10.0,12.0,10.62,2.1239999999999997
3809.0,Brenda Zimmerman,737.0,yes,12.0,5.0,5.95,1.19
1845.0,Amanda Grant,2059.0,yes,23.0,13.0,9.73,1.9460000000000002
5323.0,Anthony Schmidt,2458.0,yes,24.0,5.0,6.37,1.274
7434.0,Kendra Whitaker,641.0,yes,15.0,20.0,21.12,4.224
7800.0,Jennifer Perez,3908.0,yes,13.0,23.0,14.1,2.82
8000.0,Christine Reed,4491.0,yes,18.0,12.0,11.58,2.316
9059.0,Stephanie Landry,3593.0,yes,22.0,26.0,32.08,6.4159999999999995
687.0,Steve Jenkins,4313.0,yes,6.0,20.0,23.69,4.738
3519.0,Laura Harvey,4766.0,yes,13.0,28.0,27.32,5.464
3796.0,Valerie Williams,4146.0,yes,19.0,16.0,14.55,2.91
3133.0,Joyce Rogers,2917.0,yes,9.0,18.0,21.93,4.386
6006.0,Andrew Thompson,2193.0,yes,6.0,13.0,19.46,3.8920000000000003
2231.0,Barbara Knight,4023.0,yes,13.0,16.0,15.57,3.114
5943.0,Lisa Harris,4192.0,yes,6.0,20.0,19.9,3.9799999999999995
5006.0,Lindsey Green,3933.0,yes,23.0,28.0,40.85,8.17
9310.0,Garrett Williams,4249.0,yes,20.0,7.0,3.17,0.634
6220.0,Daniel Kramer,1206.0,yes,24.0,8.0,11.37,2.274
3722.0,Abigail Hood,2380.0,yes,5.0,29.0,17.66,3.532
950.0,Erik King,2113.0,yes,18.0,27.0,38.34,7.668000000000001
1364.0,Patricia Brown,2436.0,yes,15.0,16.0,11.9,2.38
8644.0,Lynn Brown,802.0,yes,8.0,25.0,24.68,4.936
2945.0,Michael Higgins,4277.0,yes,5.0,27.0,29.82,5.964
3470.0,Richard Mccoy,1309.0,yes,7.0,29.0,30.64,6.128
9773.0,Adam Cook,4942.0,yes,6.0,20.0,27.51,5.502000000000001
8234.0,Robin Stein,3515.0,yes,16.0,16.0,22.79,4.558
2696.0,Ashley Kaiser,1134.0,yes,15.0,25.0,37.08,7.4159999999999995
5831.0,Kathy Montgomery,229.0,yes,15.0,20.0,15.23,3.0460000000000003
1772.0,Melissa Mason,3799.0,yes,22.0,29.0,41.35,8.27
5906.0,Richard Wang,3789.0,yes,21.0,22.0,10.46,2.092
9281.0,Wendy Newton,4224.0,yes,15.0,27.0,23.59,4.718
2264.0,Ms. Sarah Mcpherson DDS,1309.0,yes,22.0,17.0,19.75,3.95
2948.0,Tammy Turner,1033.0,yes,24.0,15.0,20.05,4.01
2913.0,Seth Espinoza,2562.0,yes,12.0,15.0,8.39,1.6780000000000002
6354.0,Shelby Thomas,2170.0,yes,11.0,29.0,34.34,6.868
4630.0,Keith Baker,4614.0,yes,20.0,17.0,19.5,3.9
535.0,Jacob Watkins,4511.0,yes,7.0,18.0,21.93,4.386
9385.0,Jordan Rosario,1541.0,yes,14.0,23.0,29.02,5.804
766.0,Robert Allen,198.0,yes,11.0,5.0,1.47,0.294
3342.0,Stephanie West,3562.0,yes,17.0,18.0,20.84,4.168
7596.0,Richard Parker,1237.0,yes,7.0,9.0,12.62,2.524
